index,category,brand,title,age,classification,content,nutrient,info,gram,calory,ingredient,detail,from_company,성분등록번호,img
114,개,지위픽 (ZIWI),주식캔 닭고기,"어덜트,시니어",습식 사료,"닭고기, 수분, 닭 내장(간, 심장) 및 뼈, 병아리콩, 뉴질랜드 녹색홍합, 레시틴, 미네랄(제2인산칼륨, 황산마그네슘, 아연아미노산, 구리아미노산, 셀레늄효모, 망간아미노산), 건 켈프, 천일염, 비타민(비타민 B1, B5, D3, 엽산)",조단백 12%  조지방 8%  칼슘 0.44%  인 0.38%  수분 74%,"검류미함유,그레인프리,글루텐프리",390g,"1,325 kcal/kg","닭고기, 수분, 닭 내장(간, 심장) 및 뼈","연령구분 어덜트,시니어 푸드타입 습식 사료 중량 390g 주재료 닭고기, 수분, 닭 내장(간, 심장) 및 뼈 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,325 kcal/kg 원산지/제조사 뉴질랜드/Ziwi Ltd",뉴질랜드/Ziwi Ltd,제 서울-15608호,https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_dog_B046DF09_thumb01.png
115,고양이,고! (GO!),솔루션 스킨앤코트 연어 인도어,"키튼,어덜트,시니어,전연령",건사료,"뼈를 발라낸 연어, 연어분말, 완두콩, 타피오카, 닭고기분말, 렌틸콩, 닭고기 지방, 아마씨, 완두콩섬유, 천연닭고기향, 사과, 당근, 크랜베리, 건조 치커리뿌리, 인산, 염화나트륨, 건조 락토바실러스 애시도필러스, 건조 엔테로코커스 패시움, 비타민합제(비타민A, 비타민D3, 비타민E, 나이아신, L-아스코르빌-2-폴리포스페이트, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산피리독신, 베타카로틴, 엽산, 비오틴, 비타민 B12), 미량광물질류합제(아연단백질화합물, 철단백질화합물, 구리단백질화합물, 산화아연, 망간단백질화합물, 황산동, 요오드산칼슘, 황산제일철, 산화망간, 아셀렌산나트륨), 타우린, 염화칼륨, DL-메티오닌, 염화콜린, 건조 로즈마리, 유카 추출물",조단백 31%  조지방 14%  칼슘 1.2%  인 0.9%  수분 8%,-,"7.2kg, 3.6kg, 1.3kg","4,122 kcal/kg","뼈를 발라낸 연어, 연어분말, 완두콩","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 7.2kg, 3.6kg, 1.3kg 주재료 뼈를 발라낸 연어, 연어분말, 완두콩 식단정보 - 칼로리 4,122 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,제 서울-21912호,https://cdn.purplesto.re/media/store/sale/main_image/go_cat_B010CF10_thumb02.png
116,개,오픈팜 (OPENFARM),주식 스튜 닭고기&연어,"퍼피,어덜트,시니어,전연령",습식사료,"닭고기, 연어, 호박, 당근, 그린콩, 시금치, 렌즈콩(레드), 우무, 병아리콩, 해바라기오일, 코코넛오일(혼합토코페롤 보존), 치커리뿌리, 염화 칼륨, 소금, 비타민A, 비타민D3, 비타민E, 판토텐산, 비타민B1질산염, 비타민 B2, 엽산, 비타민B12, 아연아미노산킬레이트, 철아미노산킬레이트, 구리아미노산킬레이트, 망간아미노산킬레이트, 건조 효모(셀레늄), 염화콜린, 건조다시마, 강황, 계피",조단백 8.5%  조지방 6%  칼슘 0.29%  인 0.24%  수분 82%,"그레인프리,글루텐프리",354g,960 kcal/kg,"닭고기, 연어, 호박","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 습식사료 중량 354g 주재료 닭고기, 연어, 호박 식단정보 그레인프리,글루텐프리 칼로리 960 kcal/kg 원산지/제조사 미국/Open Farm Inc.",미국/Open Farm Inc.,제 ZZR0Y0024호,https://cdn.purplesto.re/media/store/sale/main_image/deal_openfarm_dog_B123DF0702SS_thumb01.png
117,개,오픈팜 (OPENFARM),동결건조 치킨,"퍼피,어덜트,시니어,전연령",동결건조 사료,"닭고기, 닭간, 닭목, 닭심장, 당근, 블루베리, 애호박, 몬모릴로나이트, 해바라기씨, 크랜베리, 연어오일, 시금치, 케일, 호박씨, 치커리뿌리, 건조다시마, 코코넛오일, 사과식초, 비타민D3, 비타민E, 비타민B1 질산염, 엽산, 염화콜린, 아연아미노산킬레이트, 구리아미노산킬레이트, 건조효모(셀레늄), 계피, 강황, 혼합토코페롤 (천연보존제), 소금",조단백 42.89%  조지방 35.63%  칼슘 1.4%  인 1.19%  수분 5%,"단일육류단백질,그레인프리,글루텐프리",383g,"4,750 kcal/kg","닭고기, 닭간, 닭목","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 동결건조 사료 중량 383g 주재료 닭고기, 닭간, 닭목 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 4,750 kcal/kg 원산지/제조사 미국/Open Farm Inc.",미국/Open Farm Inc.,제 서울-25022호,https://cdn.purplesto.re/media/store/sale/main_image/openfarm_dog_B123DF18_thumb01.png
118,고양이,K9 내추럴 (K9 NATURAL),피스트 캔 양고기와 연어,"키튼,어덜트,시니어,전연령",습식사료,"양의 심장, 연어, 양의 신장, 양의 혈액, 아마씨, 뉴질랜드 녹색입홍합, 다시마, 비타민E, 아연, 카놀라오일, 망간, 티아민, 비타민D3, 엽산, 물",조단백 8.5%  조지방 7.5%  칼슘 0.3%  인 0.29%  수분 81%,"검류미함유,그레인프리,글루텐프리",85g,"1,060 kcal/kg (90 kcal/캔)","양의 심장, 연어, 양의 신장","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 85g 주재료 양의 심장, 연어, 양의 신장 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,060 kcal/kg (90 kcal/캔) 원산지/제조사 뉴질랜드/K9 Natural Foods Limited",뉴질랜드/K9 Natural Foods Limited,,https://cdn.purplesto.re/media/store/sale/main_image/deal_k9natural_cat_B008CF0405SS_thumb01.png
119,개,빅스비 (BIXBI),러블 동결건조 치킨,"퍼피,어덜트,시니어,전연령",동결건조 사료,"닭고기(뼈, 심장, 간포함), 호박, 코코넛오일, 연어오일, 비타민E, 미량광물질단백질화합물(망간/셀레늄효모), 리보플라빈(비타민), 요오드산칼슘, 판토텐산칼슘(미네랄), 혼합토코페롤, 로즈마리추출물",조단백 51.84%  조지방 33.04%  칼슘 1.77%  인 1.31%  수분 4%,"단일육류단백질,그레인프리,글루텐프리",156g,"4,400 kcal/kg","닭고기(뼈, 심장, 간포함), 호박, 코코넛오일","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 동결건조 사료 중량 156g 주재료 닭고기(뼈, 심장, 간포함), 호박, 코코넛오일 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 4,400 kcal/kg 원산지/제조사 미국/BIXBIPET",미국/BIXBIPET,AA6F60058호,https://cdn.purplesto.re/media/store/sale/main_image/bixbi_dog_B111DF01_thumb01.png
120,고양이,파미나 (FARMINA),그레인프리 청어&오렌지,"어덜트,시니어",건사료,"얼리지 않은 청어(32%), 수분을 제거한 청어(30%), 고구마, 청어 오일, 수분을 제거한 달걀(5%), 완두콩 섬유소, 건조 당근, 건조 알팔파, 이눌린, 프락토올리고당, 이스트 추출물(만난올리고당의 원료), 건조 스위트 오렌지(0.5%), 건조 사과, 건조 석류, 건조 시금치, 차전자피(0.3%), 건조 블루베리, 소금, 건조 맥주효모, 강황(0.2%), 비타민 A, 비타민 D3, 비타민 E, 아스코르브산(수용성 비타민 C), 나이아신(수용성 비타민 B3), 판토텐산 칼슘(수용성 비타민 B5), 리보플라빈(수용성 비타민B2), 피리독신 염산염(수용성 비타민 B6), 티아민(수용성 비타민 B1), 비오틴(수용성 비타민 H), 엽산(수용성 비타민 B9), 비타민 B12, 염화콜린, 베타카로틴, 아연 아미노산(메티오닌) 킬레이트, 망간 아미노산(메티오닌) 킬레이트, 철분 아미노산(글리신), 구리 아미노산(메티오닌) 킬레이트, DL- 메티오닌, 타우린(4000mg/kg 이상), 정제하고 가수분해한 초록입홍합(글루코사민(1200mg/kg이상)과 콘드로이틴 황산(900mg/kg이상)의 원료), 알로에 베라겔, 녹차 추출물, 로즈마리 추출물, 혼합토코페롤(천연 항산화제)",조단백 44%  조지방 20%  칼슘 1%  인 0.9%  수분 8%,"그레인프리,글루텐프리",50g,"4,204 kcal/kg","얼리지 않은 청어, 수분을 제거한 청어, 고구마","연령구분 어덜트,시니어 푸드타입 건사료 중량 50g 주재료 얼리지 않은 청어, 수분을 제거한 청어, 고구마 식단정보 그레인프리,글루텐프리 칼로리 4,204 kcal/kg 원산지/제조사 이탈리아/RUSSO MANGIMI S.p.A",이탈리아/RUSSO MANGIMI S.p.A,CCC020024호,https://cdn.purplesto.re/media/store/sale/main_image/farmina_cat_B039CF14_thumb01.png
121,고양이,로우즈 (RAWZ),96％ 캔 치킨&치킨간 파테,"키튼,어덜트,시니어,전연령",습식사료,"닭고기, 닭고기 간, 닭고기 육수, 호로파 씨앗, 천연 향, 염화 칼륨, 염화 콜린, 탄산 칼슘, 소금, 채소 육수, 타우린, 인산 칼륨, 아연 단백질 보충제, 철분 단백질 보충제, 니아신 화합물, 비타민E 화합물, 구리 단백질 보충제, 소듐셀레나이트, 비타민 B1 질산염, 망간 단백질 보충제, 비타민 A 화합물, 판토텐산 칼슘, 비타민 B2리보플라빈 화합물, 염산피리독신, 비오틴, 비타민 D3 화합물, 비타민 B12 화합물, 요오드화 에틸렌 디아민, 엽산",조단백 12.2%  조지방 9%  칼슘 0.48%  인 0.36%  수분 78%,"단일육류단백질,검류미함유,그레인프리",156g,"1,253 kcal/kg (194 kcal/캔)","닭고기, 닭고기 간, 닭고기 육수","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 156g 주재료 닭고기, 닭고기 간, 닭고기 육수 식단정보 단일육류단백질,검류미함유,그레인프리 칼로리 1,253 kcal/kg (194 kcal/캔) 원산지/제조사 미국/Raws Natural Pet Food",미국/Raws Natural Pet Food,제 서울-20528호,https://cdn.purplesto.re/media/store/sale/main_image/deal_rawz_cat_B019CF0103ss_thumb01.png
122,개,지위픽 (ZIWI),구강간식 램 트레이키아,"퍼피,어덜트,시니어,전연령",건조간식,양 기관 100%,성분등록번호 제 Ⅱ 60G0490호,"단일육류단백질,그레인프리,글루텐프리",60g,"5,750 kcal/kg",양 기관,"연령구분 퍼피,어덜트,시니어,전연령 푸드타입 건조간식 중량 60g 주재료 양 기관 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 5,750 kcal/kg 원산지/제조사 뉴질랜드/Ziwi Ltd",뉴질랜드/Ziwi Ltd,제 Ⅱ 60G0490호,https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_dog_B046DT30_thumb01.png
123,고양이,파미나 (FARMINA),그레인프리 닭고기와 석류,"키튼,어덜트,시니어,전연령",건사료,"얼리지 않은 뼈를 제거한 닭고기(30%), 수분을 제거한 닭고기(28%), 고구마, 닭고기 지방, 수분을 제거한 달걀(4.5%), 얼리지 않은 청어(3.2%), 수분을 제거한 청어(3%), 청어 오일, 완두콩 섬유소, 건조 당근, 건조 알팔파, 이눌린, 프락토올리고당, 이스트 추출물(만난올리고당의 원료), 건조 석류(0.5%), 건조 사과, 건조 시금치, 차전자피(0.3%), 건조 스위트 오렌지, 건조 블루베리, 소금, 건조 맥주효모, 강황(0.2%), 비타민 A, 비타민 D3, 비타민 E, 아스코르브산(수용성 비타민 C), 나이아신(수용성 비타민 B3), 판토텐산 칼슘(수용성 비타민 B5), 리보플라빈(수용성 비타민 B2), 피리독신 염산염(수용성 비타민 B6), 티아민(수용성 비타민 B1), 비오틴(수용성 비타민 H), 엽산(수용성 비타민 B9), 비타민 B12, 염화콜린, 베타카로틴, 아연 아미노산(메티오닌) 킬레이트, 망간 아미노산(메티오닌) 킬레이트, 철분 아미노산(글리신), 구리 아미노산(메티오닌) 킬레이트, DL- 메티오닌, 타우린(4000mg/kg 이상), 정제하고 가수분해한 닭 연골(글루코사민(1200mg/kg이상)과 콘드로이틴 황산(900mg/kg이상)의 원료), 알로에 베라겔, 녹차 추출물, 로즈마리 추출물, 혼합토코페롤(천연 항산화제)",조단백 44%  조지방 20%  칼슘 1.1%  인 0.9%  수분 8%,"그레인프리,글루텐프리,비유전자변형",10kg,"4,448 kcal/kg","신선한 뼈를 제거한 신선한 닭고기, 수분을 제거한 닭고기, 감자","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 10kg 주재료 신선한 뼈를 제거한 신선한 닭고기, 수분을 제거한 닭고기, 감자 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 4,448 kcal/kg 원산지/제조사 이탈리아/RUSSO MANGIMI S.p.A",이탈리아/RUSSO MANGIMI S.p.A,제 KKGB10021호,https://cdn.purplesto.re/media/store/sale/main_image/farmina_cat_B039CF02_thumb01.png
124,고양이,로우즈 (RAWZ),슈레디드 캔 참치&연어,"키튼,어덜트,시니어,전연령",습식사료,"참치, 생선 육수, 연어, 타피오카 전분, 미네랄 (마그네슘 아미노산 킬레이트, 아연 아미노산 킬레이트, 철 아미노산 킬레이트, 망간 아미노산 킬레이트, 구리 아미노산 킬레이트, 칼슘 요오드, 아셀렌산 나트륨), 해바라기씨 오일, 염화칼슘, 생선 오일, 인산 삼칼슘, 비타민 (아스코르브 산 (비타민 C의 공급원) , 비타민B1 질산염, 비타민 E 보충제, 니아신 보충제, 비타민 A 보충제, d- 칼슘 팬토테네이트, 리보플라빈 보충제, 피리독신 염산염, 엽산, 비오틴, 비타민 B12 보충제, 비타민 D3 보충제), 파슬리, 염화 콜린, 타우린, 염화칼륨, 소금",조단백 14.1%  조지방 3.27%  칼슘 0.35%  인 0.19%  수분 82%,검류미함유,85g,854 kcal/kg (73kcal/85g 캔),"참치, 생선 육수, 연어","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 85g 주재료 참치, 생선 육수, 연어 식단정보 검류미함유 칼로리 854 kcal/kg (73kcal/85g 캔) 원산지/제조사 태국/Rawz Natural Pet Food",태국/Rawz Natural Pet Food,제 II6TM0009호,https://cdn.purplesto.re/media/store/sale/main_image/deal_rawz_cat_B019CF1402SS_thumb01.png
125,고양이,노스웨스트 (NORTHWEST NATURALS),내추럴 동결건조 오리,"어덜트,시니어",동결건조 사료,"뼈를 포함한 오리고기, 오리 심장, 오리 간, 달걀, 덜스파우더, 켈프, 증류수(Distilled Water), 젤라틴, Ground Flaxseed, 차전자피 가루, 연어 오일, 이눌린, 염화칼륨, 염화 나트륨, 혼합 토코페놀(Mixed Tocopherols(as a presertive)), 생선기름, Zinc Proteinate, Vitamin E Supplement, Taurine, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Vitamin A, Vitamin B6, Thiamin Mononitrate, Vitamin D3 Supplement.",조단백 35%  조지방 30%  칼슘 2.5%  인 1.7%  수분 5%,"단일육류단백질,그레인프리,글루텐프리",311g,"4,905 kcal/kg","오리고기, 오리 심장, 오리 간","연령구분 어덜트,시니어 푸드타입 동결건조 사료 중량 311g 주재료 오리고기, 오리 심장, 오리 간 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 4,905 kcal/kg 원산지/제조사 미국/Northwest Naturals",미국/Northwest Naturals,,https://cdn.purplesto.re/media/store/sale/main_image/northwest_cat_B014CF13_thumb01.png
126,개,파미나 (FARMINA),로우그레인 치킨&석류 미니바이트,"어덜트,시니어",건사료,"얼리지 않은 뼈를 제거한 닭고기(20%), 수분을 제거한 닭고기(20%), 통스펠트(10%), 통귀리 (10%), 닭고기 지방, 수분을 제거한 달걀(7.5%), 얼리지 않은 청어(4%), 수분을 제거한 청어(3.8%), 건조 비트 펄프, 청어 오일, 건조 당근, 건조 알팔파, 이눌린, 프락토올리고당, 이스트 추출물(만난올리고당의 원료), 건조 석류(0.5%), 건조 사과, 건조 시금치, 차전자피(0.3%), 건조 스위트 오렌지, 건조 블루베리, 소금, 건조 맥주효모, 강황(0.2%), 정제하고 가수분해한 닭 연골(글루코사민(1200mg/kg 이상)과 콘드로이틴 황산(900mg/kg이상)의 원료), 비타민 A, 비타민 D3, 비타민 E, 아스코르브산(수용성 비타민 C), 나이아신(수용성 비타민 B3), 판토텐산 칼슘(수용성 비타민 B5), 리보플라빈(수용성 비타민 B2), 피리독신 염산염(수용성 비타민 B6), 티아민(수용성 비타민 B1), 비오틴(수용성 비타민 H), 엽산(수용성 비타민 B9), 비타민 B12, 염화콜린, 베타카로틴, 아연 아미노산(메티오닌) 킬레이트, 망간 아미노산(메티오닌) 킬레이트, 철분 아미노산(글리신), 구리 아미노산(메티오닌) 킬레이트, 셀레늄 함유 건조효모, DL- 메티오닌, 타우린(1000mg/kg 이상), L- 카르니틴, 알로에 베라겔, 녹차 추출물, 로즈마리 추출물, 혼합토코페롤(천연 항산화제)",조단백 30%  조지방 18%  칼슘 0.9%  인 0.8%  수분 9%,비유전자변형,2.5kg,"4,346 kcal/kg","얼리지 않은 뼈를 제거한 닭고기, 수분을 제거한 닭고기, 통스펠트","연령구분 어덜트,시니어 푸드타입 건사료 중량 2.5kg 주재료 얼리지 않은 뼈를 제거한 닭고기, 수분을 제거한 닭고기, 통스펠트 식단정보 비유전자변형 칼로리 4,346 kcal/kg 원산지/제조사 이탈리아/RUSSO MANGIMI S.p.A",이탈리아/RUSSO MANGIMI S.p.A,제 KKGB10021호,https://cdn.purplesto.re/media/store/sale/main_image/farmina_dog_B039DF05_thumb01.png
127,고양이,캣츠파인푸드 (CATZ FINEFOOD),주식파우치시식세트,"퍼피,어덜트,시니어,전연령",건사료,"흰살생선, 흰강낭콩, 렌틸콩, 완두콩분말, 카놀라유, 아마씨, 건조사탕무박, 천연향, 효모추출물, 레시틴, 소금, 염화콜린, 염화칼륨, 블루베리, 크랜베리, 사과, 당근, 시금치, 프록토올리고당, 푸마르산, 젖산, 구연산, 말산, 타임추출물, 비타민E, 황산아연, 황산제일철, 아연아미노산, 철아미노산, 이노시톨, 니아신, 황산구리, 티아민질산염, 판토텐산, 염산피리독신, 망간아미노산, 비타민B12, 비타민D3, 요오드산칼슘, 아셀렌산나트륨, 엽산, 로즈마리추출물",조단백 28%  조지방 15%  칼슘 1.5%  인 1%  수분 10%,"단일육류단백질,그레인프리,글루텐프리","2.2kg, 11.3kg","3,750 kcal/kg","흰살생선, 흰강낭콩, 렌틸콩","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 건사료 중량 2.2kg, 11.3kg 주재료 흰살생선, 흰강낭콩, 렌틸콩 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 3,750 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,,https://cdn.purplesto.re/media/store/sale/main_image/deal_catsfinefood_cat_pouch5_thumb01.png
128,고양이,헤일로 (HALO),어덜트 그레인프리 칠면조 스튜,"키튼,어덜트,시니어,전연령",습식사료,"칠면조, 칠면조육수, 닭간, 당근, 풋강낭콩, 셀러리, 고구마, 완두콩, 제삼인산칼슘, 겨잣잎, 오크라, 구아검, 아마씨유, 염화칼륨, 호박, 잔탄검, 미량광물질합제(철-아미노산킬레이트, 아연-아미노산킬레이트 등), 염화콜린, 비타민제합제(비타민E, 비타민B1질산염 등), 타우린, 건조켈프, 황산마그네슘, 연어오일, 천연착향료",조단백 9.6%  조지방 8.0%  칼슘 0.3%  인 0.3%  수분 78.9%,"그레인프리,글루텐프리,비유전자변형",156g,985 kcal/kg (154 kcal/캔),"칠면조, 칠면조육수, 닭간","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 156g 주재료 칠면조, 칠면조육수, 닭간 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 985 kcal/kg (154 kcal/캔) 원산지/제조사 미국/Halo pet",미국/Halo pet,제 II6TM0009호,https://cdn.purplesto.re/media/store/sale/main_image/halo_cat_B044CF11_thumb01.png
129,고양이,캣츠파인푸드 (CATZ FINEFOOD),주식캔 no.13 청어와 쉬림프,"어덜트,시니어",습식사료,"청어, 물, 쉬림프, 호박, 알로에 베라, 미네랄, 해조류, 연어오일",조단백 9.2%  조지방 5%  칼슘 0.2%  인 0.15%  수분 87%,"검류미함유,그레인프리,글루텐프리,비유전자변형",400g,994 kcal/kg,"청어, 물, 쉬림프","연령구분 어덜트,시니어 푸드타입 습식사료 중량 400g 주재료 청어, 물, 쉬림프 식단정보 검류미함유,그레인프리,글루텐프리,비유전자변형 칼로리 994 kcal/kg 원산지/제조사 독일/Landguth Heimtiernahrung GmbH",독일/Landguth Heimtiernahrung GmbH,GGHA50028호,https://cdn.purplesto.re/media/store/sale/main_image/catzfinefood_cat_B053CF01_thumb01.png
130,고양이,쉐지애 (SCHESIR),네이처캣 참치+농어,"키튼,어덜트,시니어,전연령",습식간식,"참치, 쌀, 농어, 수분",조단백 12.6%  조지방 0.18%  조섬유 0.11%  조회분 1.65%  수분 90.0% ,-,50g x 6개입,770 kcal/kg,"참치, 쌀, 농어","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 50g x 6개입 주재료 참치, 쌀, 농어 식단정보 - 칼로리 770 kcal/kg 원산지/제조사 태국/Agras Delic S.p.a.",태국/Agras Delic S.p.a.,GGHA50035호,https://cdn.purplesto.re/media/store/sale/main_image/schesir_cat_B049CT04_thumb01_7dm0jbW.png
131,고양이,보레알 (BOREAL),주식캔 치킨&칠면조,"어덜트,시니어",습식 사료,"치킨, 칠면조, 칠면조육수, 치킨간, 완두콩, 강낭콩, 계란, 레시틴, 탄산칼슘, 아마씨, 콜린클로라이드, 생선오일, 일인산나트륨, 식물성오일, 소금, DL-메티오닌, 유카시데게라추출물, 완두콩섬유질, 블루베리, 블랙베리, 사과, 석류, 크랜베리, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 셀렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산.",조단백 8.6%  조지방 7.2%  칼슘 0.2%  인 0.18%  수분 85%,"검류미함유,그레인프리,글루텐프리",80g,"1,050 kcal/kg","치킨, 칠면조, 칠면조육수","연령구분 어덜트,시니어 푸드타입 습식 사료 중량 80g 주재료 치킨, 칠면조, 칠면조육수 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,050 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,제 서울-20007호,https://cdn.purplesto.re/media/store/sale/main_image/boreal_cat_B050CF08_thumb01.png
132,고양이,파미나 (FARMINA),샘플 골라담기,"어덜트,시니어",저온건조 사료,"양고기, 고등어, 양 간, 양 폐, 식물성 글리세린, 파슬리, 건조 치커리, 초록입홍합, 염화콜린, 탄산칼슘, 켈프, 아마씨, 천연항산화제(천연혼합토코페롤, 로즈마리 추출물), 타우린, 황산제일철, 산화아연, 비타민E, 나이아신, 황산구리, 비타민B1, 아셀렌산나트륨, 황산망간, D 판토텐산칼슘, 비타민A 분말(레티놀분말), 비타민B2(리보플라빈), 비오틴, 비타민B6염산염(피리독신 염산염), 비타민B12(시아노토발라민), 요오드산칼슘, 엽산, 비타민D3(콜레칼시페롤)",조단백 30%  조지방 25%  칼슘 1%  인 0.5%  수분 19%,"그레인프리,글루텐프리",500g,"4,492 kcal/kg","양고기, 고등어, 양 간","연령구분 어덜트,시니어 푸드타입 저온건조 사료 중량 500g 주재료 양고기, 고등어, 양 간 식단정보 그레인프리,글루텐프리 칼로리 4,492 kcal/kg 원산지/제조사 뉴질랜드/Absolute Pets International Pte, Ltd.","뉴질랜드/Absolute Pets International Pte, Ltd.",제 CCBZZ0008호,https://cdn.purplesto.re/media/store/sale/main_image/deal_farmina_cat_option5_thum01.png
133,고양이,어플라우즈 (APPLAWS),이지필 닭고기와 참치알,"키튼,어덜트,시니어,전연령",습식간식,"닭가슴살, 닭육수, 참치알, 쌀",조단백 13.0% 조지방 2.0% 조섬유 0.5% 조회분 1.5% 수분 82.0%,검류미함유,-,650 kcal/kg (39 kcal/컵),"닭가슴살, 닭육수, 참치알","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 - 주재료 닭가슴살, 닭육수, 참치알 식단정보 검류미함유 칼로리 650 kcal/kg (39 kcal/컵) 원산지/제조사 태국/MPM Products",태국/MPM Products,제 서울-22070호,https://cdn.purplesto.re/media/store/sale/main_image/applaws_cat_B004CT03_thumb01_vYeUQdb.png
134,고양이,오쥬바이로우즈 (AUJOU BY RAWZ),주식파우치 시식세트,"퍼피,어덜트,시니어,전연령",건사료,"흰살생선, 흰강낭콩, 렌틸콩, 완두콩분말, 카놀라유, 아마씨, 건조사탕무박, 천연향, 효모추출물, 레시틴, 소금, 염화콜린, 염화칼륨, 블루베리, 크랜베리, 사과, 당근, 시금치, 프록토올리고당, 푸마르산, 젖산, 구연산, 말산, 타임추출물, 비타민E, 황산아연, 황산제일철, 아연아미노산, 철아미노산, 이노시톨, 니아신, 황산구리, 티아민질산염, 판토텐산, 염산피리독신, 망간아미노산, 비타민B12, 비타민D3, 요오드산칼슘, 아셀렌산나트륨, 엽산, 로즈마리추출물",조단백 28%  조지방 15%  칼슘 1.5%  인 1%  수분 10%,"단일육류단백질,그레인프리,글루텐프리","2.2kg, 11.3kg","3,750 kcal/kg","흰살생선, 흰강낭콩, 렌틸콩","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 건사료 중량 2.2kg, 11.3kg 주재료 흰살생선, 흰강낭콩, 렌틸콩 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 3,750 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,,https://cdn.purplesto.re/media/store/sale/main_image/deal_aujoubyrawz_cat_pouch5_thumb01.png
135,개,보레알 (BOREAL),오리지널 그레인프리 칠면조,"어덜트,시니어",건사료,"칠면조, 치킨밀, 완두콩, 말린 계란, 완두콩 전분, 닭고기 및 칠면조 지방 (혼합 토코페롤 함유), 흰강낭콩, 건조 알팔파밀, 천연칠면조향, 아마씨, 소금, 비타민 E 보충제, 유청분말, 콜린염화물, DL- 메티오닌, 타우린, 레시틴, 아연 아미노산 복합체, 매넌올리고당, 치커리 뿌리, 사과, 당근, 크랜베리, 시금치, 토마토, 탄산칼슘, 아연 황산염, 철 황산염, 파인애플 줄기, 파파야, 아스퍼질러스 오리재 발효물, 블루베리, 크랜베리, 녹차 추출물, 구리 황산염, 망간 황산염, 니아신, 칼슘 판토테산염, 비타민 A 보충제, 철 아미노산 복합체, 망간 아미노산 복합체, 리보플라빈, 비타민 B12 보충제, 티아민, 나트륨 셀레나이트, 요오드화 칼슘, 피리독신 염산염, 비타민 D3 보충제, 엽산",조단백 28%  조지방 16%  칼슘 1.1%  인 0.75%  수분 10%,"그레인프리,글루텐프리","4kg, 11.3kg","3,765 kcal/kg","칠면조, 치킨밀, 완두콩","연령구분 어덜트,시니어 푸드타입 건사료 중량 4kg, 11.3kg 주재료 칠면조, 치킨밀, 완두콩 식단정보 그레인프리,글루텐프리 칼로리 3,765 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,,https://cdn.purplesto.re/media/store/sale/main_image/boreal_dog_B050DF14_thumb01.png
